year,jday,tree.type,site,plot,nindivs,tag,spp,dbh
2010,117,live,ems,A1,NA,1,yb,16.74
2010,117,live,ems,F3,NA,1,rm,16.52
2010,152,live,ems,A1,NA,1,yb,16.85
2010,152,live,ems,F3,NA,1,rm,16.55
2010,223,live,ems,A1,NA,1,yb,17.05
2010,223,live,ems,F3,NA,1,rm,16.7
2010,341,live,ems,A1,NA,1,yb,17.1
2010,341,live,ems,F3,NA,1,rm,16.76
2010,117,live,ems,A1,NA,2,rm,34.28
2010,117,live,ems,F3,NA,2,hem,23.64
2010,152,live,ems,A1,NA,2,rm,34.3
2010,152,live,ems,F3,NA,2,hem,21.95
2010,223,live,ems,A1,NA,2,rm,34.35
2010,223,live,ems,F3,NA,2,hem,22.01
2010,341,live,ems,A1,NA,2,rm,34.39
2010,341,live,ems,F3,NA,2,hem,22.01
2010,117,live,ems,F3,NA,3,wp,32.59
2010,152,live,ems,F3,NA,3,wp,32.7
2010,223,live,ems,F3,NA,3,wp,32.82
2010,341,live,ems,F3,NA,3,wp,32.87
2010,117,live,ems,F3,NA,4,hem,15.45
2010,152,live,ems,F3,NA,4,hem,15.59
2010,223,live,ems,F3,NA,4,hem,15.73
2010,341,live,ems,F3,NA,4,hem,15.8
2010,117,live,ems,F3,NA,5,yb,19.26
2010,152,live,ems,F3,NA,5,yb,19.4
2010,223,live,ems,F3,NA,5,yb,19.62
2010,341,live,ems,F3,NA,5,yb,19.75
2010,117,live,ems,A1,NA,6,rm,33.88
2010,117,live,ems,F3,NA,6,rm,20.2
2010,152,live,ems,A1,NA,6,rm,33.89
2010,152,live,ems,F3,NA,6,rm,20.2
2010,223,live,ems,A1,NA,6,rm,33.94
2010,223,live,ems,F3,NA,6,rm,20.26
2010,341,live,ems,A1,NA,6,rm,33.99
2010,341,live,ems,F3,NA,6,rm,20.28
2010,117,live,ems,F3,NA,7,hem,21.22
2010,152,live,ems,F3,NA,7,hem,21.42
2010,223,live,ems,F3,NA,7,hem,21.68
2010,341,live,ems,F3,NA,7,hem,21.7
2010,117,live,ems,A1,NA,8,yb,26.02
2010,117,live,ems,F3,NA,8,ro,64.54
2010,152,live,ems,A1,NA,8,yb,26.14
2010,152,live,ems,F3,NA,8,ro,64.67
2010,223,live,ems,A1,NA,8,yb,26.39
2010,223,live,ems,F3,NA,8,ro,65
2010,341,live,ems,A1,NA,8,yb,26.44
2010,341,live,ems,F3,NA,8,ro,65.05
2010,117,live,ems,A1,NA,9,yb,16.79
2010,117,live,ems,F3,NA,9,rm,29.76
2010,152,live,ems,A1,NA,9,yb,16.84
2010,152,live,ems,F3,NA,9,rm,29.18
2010,223,live,ems,A1,NA,9,yb,16.91
2010,223,live,ems,F3,NA,9,rm,29.33
2010,341,live,ems,A1,NA,9,yb,16.93
2010,341,live,ems,F3,NA,9,rm,29.4
2010,117,live,ems,A1,NA,10,yb,15.17
2010,117,live,ems,F3,NA,10,yb,19.99
2010,152,live,ems,A1,NA,10,yb,15.29
2010,152,live,ems,F3,NA,10,yb,19.99
2010,223,live,ems,A1,NA,10,yb,15.48
2010,223,live,ems,F3,NA,10,yb,20
2010,341,live,ems,A1,NA,10,yb,15.59
2010,341,live,ems,F3,NA,10,yb,20
2010,117,live,ems,A1,NA,11,rm,20.34
2010,117,live,ems,F3,NA,11,wp,24.63
2010,152,live,ems,A1,NA,11,rm,20.35
2010,152,live,ems,F3,NA,11,wp,24.76
2010,223,live,ems,A1,NA,11,rm,20.38
2010,223,live,ems,F3,NA,11,wp,24.86
2010,341,live,ems,A1,NA,11,rm,20.42
2010,341,live,ems,F3,NA,11,wp,24.94
2010,117,live,ems,A1,NA,12,rm,16.47
2010,117,live,ems,F3,NA,12,hem,28.35
2010,152,live,ems,A1,NA,12,rm,16.46
2010,152,live,ems,F3,NA,12,hem,28.59
2010,223,live,ems,A1,NA,12,rm,16.45
2010,223,live,ems,F3,NA,12,hem,28.9
2010,341,live,ems,A1,NA,12,rm,16.46
2010,341,live,ems,F3,NA,12,hem,28.91
2010,117,live,ems,A1,NA,14,ro,59.86
2010,152,live,ems,A1,NA,14,ro,60.5
2010,223,live,ems,A1,NA,14,ro,60.6
2010,341,live,ems,A1,NA,14,ro,60.64
2010,117,live,ems,A1,NA,15,rm,22.12
2010,152,live,ems,A1,NA,15,rm,22.11
2010,223,live,ems,A1,NA,15,rm,22.16
2010,341,live,ems,A1,NA,15,rm,22.17
2010,117,live,ems,A1,NA,17,rm,19.68
2010,152,live,ems,A1,NA,17,rm,19.65
2010,223,live,ems,A1,NA,17,rm,19.66
2010,341,live,ems,A1,NA,17,rm,19.68
2010,117,live,ems,A1,NA,18,rm,27.57
2010,152,live,ems,A1,NA,18,rm,27.63
2010,223,live,ems,A1,NA,18,rm,27.76
2010,341,live,ems,A1,NA,18,rm,27.78
2010,117,live,ems,A1,NA,19,ro,51.39
2010,152,live,ems,A1,NA,19,ro,51.78
2010,223,live,ems,A1,NA,19,ro,51.91
2010,341,live,ems,A1,NA,19,ro,51.97
2010,117,live,ems,A2,NA,25,rm,15.94
2010,152,live,ems,A2,NA,25,rm,16.02
2010,223,live,ems,A2,NA,25,rm,16.14
2010,341,live,ems,A2,NA,25,rm,16.18
2010,117,live,ems,A2,NA,26,bo,42.78
2010,152,live,ems,A2,NA,26,bo,42.9
2010,223,live,ems,A2,NA,26,bo,42.99
2010,341,live,ems,A2,NA,26,bo,43.03
2010,117,live,ems,A2,NA,27,rm,12.97
2010,152,live,ems,A2,NA,27,rm,13.09
2010,223,live,ems,A2,NA,27,rm,13.24
2010,341,live,ems,A2,NA,27,rm,13.33
2010,117,live,ems,A2,NA,29,rm,16.24
2010,117,live,ems,F4,NA,29,ro,37.79
2010,152,live,ems,A2,NA,29,rm,16.28
2010,152,live,ems,F4,NA,29,ro,37.89
2010,223,live,ems,A2,NA,29,rm,16.32
2010,223,live,ems,F4,NA,29,ro,37.97
2010,341,live,ems,A2,NA,29,rm,16.34
2010,341,live,ems,F4,NA,29,ro,38
2010,117,live,ems,A2,NA,30,rm,24.2
2010,152,live,ems,A2,NA,30,rm,24.23
2010,223,live,ems,A2,NA,30,rm,24.34
2010,341,live,ems,A2,NA,30,rm,24.38
2010,117,live,ems,A2,NA,31,bo,42.44
2010,152,live,ems,A2,NA,31,bo,42.68
2010,223,live,ems,A2,NA,31,bo,42.77
2010,341,live,ems,A2,NA,31,bo,42.82
2010,117,live,ems,A2,NA,32,ro,44.69
2010,152,live,ems,A2,NA,32,ro,45.27
2010,223,live,ems,A2,NA,32,ro,45.36
2010,341,live,ems,A2,NA,32,ro,45.39
2010,117,live,ems,A2,NA,33,bo,32.66
2010,152,live,ems,A2,NA,33,bo,32.74
2010,223,live,ems,A2,NA,33,bo,32.81
2010,341,live,ems,A2,NA,33,bo,32.86
2010,117,live,ems,A2,NA,34,ro,42.33
2010,152,live,ems,A2,NA,34,ro,42.43
2010,223,live,ems,A2,NA,34,ro,42.5
