year,jday,tree.type,site,plot,nindivs,tag,spp,dbh,,ba [m^2]
2009,152,live,ems,H2,NA,346,rm,15.41,,0.005936703
2009,225,live,ems,H2,NA,346,rm,15.47,,0.005983023
2009,335,live,ems,H2,NA,346,rm,15.48,,0.00599076
2009,120,live,ems,H2,NA,347,hem,24.45,,0.014945063
2009,152,live,ems,H2,NA,347,hem,24.45,,0.014945063
2009,225,live,ems,H2,NA,347,hem,24.51,,0.015018503
2009,335,live,ems,H2,NA,347,hem,24.48,,0.01498176
2009,120,live,ems,H2,NA,348,rm,27.75,,0.019251563
2009,152,live,ems,H2,NA,348,rm,27.92,,0.01948816
2009,225,live,ems,H2,NA,348,rm,28.15,,0.019810563
2009,335,live,ems,H2,NA,348,rm,26.9,,0.01809025
2009,120,live,ems,H2,NA,349,hem,30.32,,0.02298256
2009,152,live,ems,H2,NA,349,hem,30.35,,0.023028063
2009,225,live,ems,H2,NA,349,hem,30.4,,0.023104
2009,335,live,ems,H2,NA,349,hem,30.4,,0.023104
2009,120,live,ems,H2,NA,350,rm,12.06,,0.00363609
2009,152,live,ems,H2,NA,350,rm,12.06,,0.00363609
2009,225,live,ems,H2,NA,350,rm,12.07,,0.003642123
2009,335,live,ems,H2,NA,350,rm,12.07,,0.003642123
2009,120,live,ems,H2,NA,351,hem,29.18,,0.02128681
2009,152,live,ems,H2,NA,351,hem,29.22,,0.02134521
2009,225,live,ems,H2,NA,351,hem,29.3,,0.02146225
2009,335,live,ems,H2,NA,351,hem,29.31,,0.021476903
2009,120,live,ems,H2,NA,352,ro,24.85,,0.015438063
2009,152,live,ems,H2,NA,352,ro,24.91,,0.015512703
2009,225,live,ems,H2,NA,352,ro,24.97,,0.015587523
2009,335,live,ems,H2,NA,352,ro,24.99,,0.015612503
2009,120,live,ems,H2,NA,353,hem,38.65,,0.037345563
2009,152,live,ems,H2,NA,353,hem,38.85,,0.037733063
2009,225,live,ems,H2,NA,353,hem,39.11,,0.038239803
2009,335,live,ems,H2,NA,353,hem,39.21,,0.038435603
2009,120,live,ems,H2,NA,354,ro,62.88,,0.09884736
2009,152,live,ems,H2,NA,354,ro,62.96,,0.09909904
2009,225,live,ems,H2,NA,354,ro,63.15,,0.099698063
2009,335,live,ems,H2,NA,354,ro,63.19,,0.099824403
2009,120,live,ems,H2,NA,356,rm,14.11,,0.004977303
2009,152,live,ems,H2,NA,356,rm,14.12,,0.00498436
2009,225,live,ems,H2,NA,356,rm,14.14,,0.00499849
2009,335,live,ems,H2,NA,356,rm,14.15,,0.005005563
2009,120,live,ems,H5,NA,383,hem,31.88,,0.02540836
2009,152,live,ems,H5,NA,383,hem,31.99,,0.025584003
2009,225,live,ems,H5,NA,383,hem,31.93,,0.025488123
2009,335,live,ems,H5,NA,383,hem,32.14,,0.02582449
2009,120,live,ems,H5,NA,384,rm,37.45,,0.035062563
2009,152,live,ems,H5,NA,384,rm,37.47,,0.035100023
2009,225,live,ems,H5,NA,384,rm,37.6,,0.035344
2009,335,live,ems,H5,NA,384,rm,37.62,,0.03538161
2009,120,live,ems,H5,NA,385,hem,30.33,,0.022997723
2009,152,live,ems,H5,NA,385,hem,30.51,,0.023271503
2009,225,live,ems,H5,NA,385,hem,30.72,,0.02359296
2009,335,live,ems,H5,NA,385,hem,30.8,,0.023716
2009,120,dead,ems,H5,NA,386,yb,16.51,,0.006814503
2009,152,dead,ems,H5,NA,386,yb,16.51,,0.006814503
2009,225,dead,ems,H5,NA,386,yb,16.51,,0.006814503
2009,335,dead,ems,H5,NA,386,yb,16.52,,0.00682276
2009,120,live,ems,H5,NA,388,hem,41.29,,0.042621603
2009,152,live,ems,H5,NA,388,hem,41.44,,0.04293184
2009,225,live,ems,H5,NA,388,hem,41.61,,0.043284803
2009,335,live,ems,H5,NA,388,hem,41.65,,0.043368063
2009,120,live,ems,H5,NA,389,rm,24.74,,0.01530169
2009,152,live,ems,H5,NA,389,rm,24.78,,0.01535121
2009,225,live,ems,H5,NA,389,rm,24.87,,0.015462923
2009,335,live,ems,H5,NA,389,rm,24.86,,0.01545049
2009,120,live,ems,H5,NA,392,hem,15.96,,0.00636804
2009,152,live,ems,H5,NA,392,hem,15.97,,0.006376023
2009,225,live,ems,H5,NA,392,hem,15.99,,0.006392003
2009,335,live,ems,H5,NA,392,hem,16,,0.0064
2009,120,live,ems,H5,NA,393,yb,14.85,,0.005513063
2009,152,live,ems,H5,NA,393,yb,14.85,,0.005513063
2009,225,live,ems,H5,NA,393,yb,14.89,,0.005542803
2009,335,live,ems,H5,NA,393,yb,14.88,,0.00553536
2009,120,live,ems,H5,NA,394,hem,21.43,,0.011481123
2009,152,live,ems,H5,NA,394,hem,21.49,,0.011545503
2009,225,live,ems,H5,NA,394,hem,21.57,,0.011631623
2009,335,live,ems,H5,NA,394,hem,21.59,,0.011653203
2009,120,dead,ems,H5,NA,395,wp,17.76,,0.00788544
2009,152,dead,ems,H5,NA,395,wp,17.76,,0.00788544
2009,225,dead,ems,H5,NA,395,wp,17.76,,0.00788544
2009,335,dead,ems,H5,NA,395,wp,17.78,,0.00790321
2009,120,live,ems,H5,NA,396,ro,65.85,,0.108405563
2009,152,live,ems,H5,NA,396,ro,65.96,,0.10876804
2009,225,live,ems,H5,NA,396,ro,66.09,,0.109197203
2009,335,live,ems,H5,NA,396,ro,66.13,,0.109329423
2009,120,live,ems,H5,NA,397,beech,12.67,,0.004013223
2009,152,live,ems,H5,NA,397,beech,12.69,,0.004025903
2009,225,live,ems,H5,NA,397,beech,12.76,,0.00407044
2009,335,live,ems,H5,NA,397,beech,12.77,,0.004076823
2009,120,live,ems,H5,NA,398,bb,47.73,,0.056953823
2009,152,live,ems,H5,NA,398,bb,47.72,,0.05692996
2009,225,live,ems,H5,NA,398,bb,47.77,,0.057049323
2009,335,live,ems,H5,NA,398,bb,47.82,,0.05716881
2009,120,live,ems,H5,NA,399,hem,18.19,,0.008271903
2009,152,live,ems,H5,NA,399,hem,18.34,,0.00840889
2009,225,live,ems,H5,NA,399,hem,18.5,,0.00855625
2009,335,live,ems,H5,NA,399,hem,18.6,,0.008649
2009,120,live,ems,H5,NA,400,hem,14.32,,0.00512656
2009,152,live,ems,H5,NA,400,hem,14.49,,0.005249003
2009,225,live,ems,H5,NA,400,hem,14.68,,0.00538756
2009,335,live,ems,H5,NA,400,hem,14.8,,0.005476
2009,120,live,ems,H5,NA,401,rm,18.17,,0.008253723
2009,152,live,ems,H5,NA,401,rm,18.21,,0.008290103
2009,225,live,ems,H5,NA,401,rm,18.17,,0.008253723
2009,335,live,ems,H5,NA,401,rm,18.17,,0.008253723
2009,120,live,ems,H5,NA,402,ro,29.01,,0.021039503
2009,152,live,ems,H5,NA,402,ro,29.12,,0.02119936
2009,225,live,ems,H5,NA,402,ro,29.29,,0.021447603
2009,335,live,ems,H5,NA,402,ro,29.37,,0.021564923
2009,120,live,ems,H5,NA,403,beech,22.57,,0.012735123
2009,152,live,ems,H5,NA,403,beech,22.6,,0.012769
2009,225,live,ems,H5,NA,403,beech,22.79,,0.012984603
2009,335,live,ems,H5,NA,403,beech,22.8,,0.012996
2009,120,live,ems,H5,NA,404,hem,20.6,,0.010609
2009,152,live,ems,H5,NA,404,hem,20.71,,0.010722603
2009,225,live,ems,H5,NA,404,hem,20.82,,0.01083681
2009,335,live,ems,H5,NA,404,hem,20.91,,0.010930703
2009,120,live,ems,H5,NA,405,hem,38.85,,0.037733063
2009,152,live,ems,H5,NA,405,hem,38.97,,0.037966523
2009,225,live,ems,H5,NA,405,hem,39.12,,0.03825936
2009,335,live,ems,H5,NA,405,hem,39.17,,0.038357223
2009,120,live,ems,H5,NA,536,hem,10.4,,0.002704
2009,152,live,ems,H5,NA,536,hem,10.41,,0.002709203
2009,225,live,ems,H5,NA,536,hem,10.42,,0.00271441
2009,335,live,ems,H5,NA,536,hem,10.31,,0.002657403
2009,120,live,ems,H5,NA,743,hem,10.62,,0.00281961
2009,152,live,ems,H5,NA,743,hem,10.63,,0.002824923
2009,225,live,ems,H5,NA,743,hem,10.63,,0.002824923
2009,335,live,ems,H5,NA,743,hem,10.64,,0.00283024
2010,117,live,ems,A1,NA,1,yb,16.74,,0.00700569
2010,117,live,ems,F3,NA,1,rm,16.52,,0.00682276
2010,152,live,ems,A1,NA,1,yb,16.85,,0.007098063
2010,152,live,ems,F3,NA,1,rm,16.55,,0.006847563
2010,223,live,ems,A1,NA,1,yb,17.05,,0.007267563
2010,223,live,ems,F3,NA,1,rm,16.7,,0.00697225
2010,341,live,ems,A1,NA,1,yb,17.1,,0.00731025
2010,341,live,ems,F3,NA,1,rm,16.76,,0.00702244
2010,117,live,ems,A1,NA,2,rm,34.28,,0.02937796
2010,117,live,ems,F3,NA,2,hem,23.64,,0.01397124
2010,152,live,ems,A1,NA,2,rm,34.3,,0.02941225
2010,152,live,ems,F3,NA,2,hem,21.95,,0.012045063
2010,223,live,ems,A1,NA,2,rm,34.35,,0.029498063
2010,223,live,ems,F3,NA,2,hem,22.01,,0.012111003
2010,341,live,ems,A1,NA,2,rm,34.39,,0.029566803
2010,341,live,ems,F3,NA,2,hem,22.01,,0.012111003
2010,117,live,ems,F3,NA,3,wp,32.59,,0.026552703
2010,152,live,ems,F3,NA,3,wp,32.7,,0.02673225
2010,223,live,ems,F3,NA,3,wp,32.82,,0.02692881
2010,341,live,ems,F3,NA,3,wp,32.87,,0.027010923
2010,117,live,ems,F3,NA,4,hem,15.45,,0.005967563
2010,152,live,ems,F3,NA,4,hem,15.59,,0.006076203
2010,223,live,ems,F3,NA,4,hem,15.73,,0.006185823
2010,341,live,ems,F3,NA,4,hem,15.8,,0.006241
2010,117,live,ems,F3,NA,5,yb,19.26,,0.00927369
2010,152,live,ems,F3,NA,5,yb,19.4,,0.009409
2010,223,live,ems,F3,NA,5,yb,19.62,,0.00962361
2010,341,live,ems,F3,NA,5,yb,19.75,,0.009751563
2010,117,live,ems,A1,NA,6,rm,33.88,,0.02869636
2010,117,live,ems,F3,NA,6,rm,20.2,,0.010201
2010,152,live,ems,A1,NA,6,rm,33.89,,0.028713303
2010,152,live,ems,F3,NA,6,rm,20.2,,0.010201
2010,223,live,ems,A1,NA,6,rm,33.94,,0.02879809
2010,223,live,ems,F3,NA,6,rm,20.26,,0.01026169
2010,341,live,ems,A1,NA,6,rm,33.99,,0.028883003
2010,341,live,ems,F3,NA,6,rm,20.28,,0.01028196
2010,117,live,ems,F3,NA,7,hem,21.22,,0.01125721
2010,152,live,ems,F3,NA,7,hem,21.42,,0.01147041
2010,223,live,ems,F3,NA,7,hem,21.68,,0.01175056
2010,341,live,ems,F3,NA,7,hem,21.7,,0.01177225
2010,117,live,ems,A1,NA,8,yb,26.02,,0.01692601
2010,117,live,ems,F3,NA,8,ro,64.54,,0.10413529
2010,152,live,ems,A1,NA,8,yb,26.14,,0.01708249
2010,152,live,ems,F3,NA,8,ro,64.67,,0.104555223
2010,223,live,ems,A1,NA,8,yb,26.39,,0.017410803
2010,223,live,ems,F3,NA,8,ro,65,,0.105625
2010,341,live,ems,A1,NA,8,yb,26.44,,0.01747684
2010,341,live,ems,F3,NA,8,ro,65.05,,0.105787563
2010,117,live,ems,A1,NA,9,yb,16.79,,0.007047603
2010,117,live,ems,F3,NA,9,rm,29.76,,0.02214144
2010,152,live,ems,A1,NA,9,yb,16.84,,0.00708964
2010,152,live,ems,F3,NA,9,rm,29.18,,0.02128681
2010,223,live,ems,A1,NA,9,yb,16.91,,0.007148703
2010,223,live,ems,F3,NA,9,rm,29.33,,0.021506223
2010,341,live,ems,A1,NA,9,yb,16.93,,0.007165623
2010,341,live,ems,F3,NA,9,rm,29.4,,0.021609
2010,117,live,ems,A1,NA,10,yb,15.17,,0.005753223
2010,117,live,ems,F3,NA,10,yb,19.99,,0.009990003
2010,152,live,ems,A1,NA,10,yb,15.29,,0.005844603
2010,152,live,ems,F3,NA,10,yb,19.99,,0.009990003
2010,223,live,ems,A1,NA,10,yb,15.48,,0.00599076
2010,223,live,ems,F3,NA,10,yb,20,,0.01
2010,341,live,ems,A1,NA,10,yb,15.59,,0.006076203
2010,341,live,ems,F3,NA,10,yb,20,,0.01
2010,117,live,ems,A1,NA,11,rm,20.34,,0.01034289
2010,117,live,ems,F3,NA,11,wp,24.63,,0.015165923
2010,152,live,ems,A1,NA,11,rm,20.35,,0.010353063
2010,152,live,ems,F3,NA,11,wp,24.76,,0.01532644
2010,223,live,ems,A1,NA,11,rm,20.38,,0.01038361
2010,223,live,ems,F3,NA,11,wp,24.86,,0.01545049
2010,341,live,ems,A1,NA,11,rm,20.42,,0.01042441
2010,341,live,ems,F3,NA,11,wp,24.94,,0.01555009
2010,117,live,ems,A1,NA,12,rm,16.47,,0.006781523
2010,117,live,ems,F3,NA,12,hem,28.35,,0.020093063
2010,152,live,ems,A1,NA,12,rm,16.46,,0.00677329
2010,152,live,ems,F3,NA,12,hem,28.59,,0.020434703
2010,223,live,ems,A1,NA,12,rm,16.45,,0.006765063
2010,223,live,ems,F3,NA,12,hem,28.9,,0.02088025
2010,341,live,ems,A1,NA,12,rm,16.46,,0.00677329
2010,341,live,ems,F3,NA,12,hem,28.91,,0.020894703
2010,117,live,ems,A1,NA,14,ro,59.86,,0.08958049
2010,152,live,ems,A1,NA,14,ro,60.5,,0.09150625
2010,223,live,ems,A1,NA,14,ro,60.6,,0.091809
2010,341,live,ems,A1,NA,14,ro,60.64,,0.09193024
2010,117,live,ems,A1,NA,15,rm,22.12,,0.01223236
2010,152,live,ems,A1,NA,15,rm,22.11,,0.012221303
2010,223,live,ems,A1,NA,15,rm,22.16,,0.01227664
2010,341,live,ems,A1,NA,15,rm,22.17,,0.012287723
2010,117,live,ems,A1,NA,17,rm,19.68,,0.00968256
2010,152,live,ems,A1,NA,17,rm,19.65,,0.009653063
2010,223,live,ems,A1,NA,17,rm,19.66,,0.00966289
2010,341,live,ems,A1,NA,17,rm,19.68,,0.00968256
2010,117,live,ems,A1,NA,18,rm,27.57,,0.019002623
2010,152,live,ems,A1,NA,18,rm,27.63,,0.019085423
2010,223,live,ems,A1,NA,18,rm,27.76,,0.01926544
2010,341,live,ems,A1,NA,18,rm,27.78,,0.01929321
2010,117,live,ems,A1,NA,19,ro,51.39,,0.066023303
2010,152,live,ems,A1,NA,19,ro,51.78,,0.06702921
2010,223,live,ems,A1,NA,19,ro,51.91,,0.067366203
2010,341,live,ems,A1,NA,19,ro,51.97,,0.067522023
2010,117,live,ems,A2,NA,25,rm,15.94,,0.00635209
2010,152,live,ems,A2,NA,25,rm,16.02,,0.00641601
2010,223,live,ems,A2,NA,25,rm,16.14,,0.00651249
2010,341,live,ems,A2,NA,25,rm,16.18,,0.00654481
2010,117,live,ems,A2,NA,26,bo,42.78,,0.04575321
2010,152,live,ems,A2,NA,26,bo,42.9,,0.04601025
2010,223,live,ems,A2,NA,26,bo,42.99,,0.046203503
2010,341,live,ems,A2,NA,26,bo,43.03,,0.046289523
2010,117,live,ems,A2,NA,27,rm,12.97,,0.004205523
2010,152,live,ems,A2,NA,27,rm,13.09,,0.004283703
2010,223,live,ems,A2,NA,27,rm,13.24,,0.00438244
2010,341,live,ems,A2,NA,27,rm,13.33,,0.004442223
2010,117,live,ems,A2,NA,29,rm,16.24,,0.00659344
2010,117,live,ems,F4,NA,29,ro,37.79,,0.035702103
2010,152,live,ems,A2,NA,29,rm,16.28,,0.00662596
2010,152,live,ems,F4,NA,29,ro,37.89,,0.035891303
2010,223,live,ems,A2,NA,29,rm,16.32,,0.00665856
2010,223,live,ems,F4,NA,29,ro,37.97,,0.036043023
2010,341,live,ems,A2,NA,29,rm,16.34,,0.00667489
2010,341,live,ems,F4,NA,29,ro,38,,0.0361
2010,117,live,ems,A2,NA,30,rm,24.2,,0.014641
2010,152,live,ems,A2,NA,30,rm,24.23,,0.014677323
2010,223,live,ems,A2,NA,30,rm,24.34,,0.01481089
2010,341,live,ems,A2,NA,30,rm,24.38,,0.01485961
2010,117,live,ems,A2,NA,31,bo,42.44,,0.04502884
2010,152,live,ems,A2,NA,31,bo,42.68,,0.04553956
2010,223,live,ems,A2,NA,31,bo,42.77,,0.045731823
2010,341,live,ems,A2,NA,31,bo,42.82,,0.04583881
2010,117,live,ems,A2,NA,32,ro,44.69,,0.049929903
2010,152,live,ems,A2,NA,32,ro,45.27,,0.051234323
2010,223,live,ems,A2,NA,32,ro,45.36,,0.05143824
2010,341,live,ems,A2,NA,32,ro,45.39,,0.051506303
2010,117,live,ems,A2,NA,33,bo,32.66,,0.02666689
2010,152,live,ems,A2,NA,33,bo,32.74,,0.02679769
2010,223,live,ems,A2,NA,33,bo,32.81,,0.026912403
2010,341,live,ems,A2,NA,33,bo,32.86,,0.02699449
2010,117,live,ems,A2,NA,34,ro,42.33,,0.044795723
2010,152,live,ems,A2,NA,34,ro,42.43,,0.045007623
2010,223,live,ems,A2,NA,34,ro,42.5,,0.04515625
2010,341,live,ems,A2,NA,34,ro,42.53,,0.045220023
2010,117,live,ems,A2,NA,35,rm,21.96,,0.01205604
2010,117,live,ems,F4,NA,35,ro,35.5,,0.03150625
2010,152,live,ems,A2,NA,35,rm,21.97,,0.012067023
2010,152,live,ems,F4,NA,35,ro,34.83,,0.030328223
2010,223,live,ems,A2,NA,35,rm,21.97,,0.012067023
2010,223,live,ems,F4,NA,35,ro,35.08,,0.03076516
2010,341,live,ems,A2,NA,35,rm,21.98,,0.01207801
2010,341,live,ems,F4,NA,35,ro,35.14,,0.03087049
2010,117,live,ems,F4,NA,36,ro,38.74,,0.03751969
2010,152,live,ems,F4,NA,36,ro,38.94,,0.03790809
2010,223,live,ems,F4,NA,36,ro,39.28,,0.03857296
2010,341,live,ems,F4,NA,36,ro,39.31,,0.038631903
2010,117,live,ems,F4,NA,39,ws,15.22,,0.00579121
2010,152,live,ems,F4,NA,39,ws,15.22,,0.00579121
2010,223,live,ems,F4,NA,39,ws,15.24,,0.00580644
2010,341,live,ems,F4,NA,39,ws,15.24,,0.00580644
2010,117,live,ems,F4,NA,40,rm,15.08,,0.00568516
2010,152,live,ems,F4,NA,40,rm,15.09,,0.005692703
2010,223,live,ems,F4,NA,40,rm,15.1,,0.00570025
2010,341,live,ems,F4,NA,40,rm,15.12,,0.00571536
2010,117,live,ems,F4,NA,42,rm,23.75,,0.014101563
2010,152,live,ems,F4,NA,42,rm,23.82,,0.01418481
2010,223,live,ems,F4,NA,42,rm,23.95,,0.014340063
2010,341,live,ems,F4,NA,42,rm,24.01,,0.014412003
2010,117,live,ems,F4,NA,44,rm,13.38,,0.00447561
2010,152,live,ems,F4,NA,44,rm,13.4,,0.004489
2010,223,live,ems,F4,NA,44,rm,13.43,,0.004509123
2010,341,live,ems,F4,NA,44,rm,13.45,,0.004522563
2010,117,live,ems,F4,NA,46,rm,14.3,,0.00511225
2010,152,live,ems,F4,NA,46,rm,14.31,,0.005119403
2010,223,live,ems,F4,NA,46,rm,14.35,,0.005148063
2010,341,live,ems,F4,NA,46,rm,14.34,,0.00514089
2010,117,live,ems,F4,NA,48,ws,14.22,,0.00505521
2010,152,live,ems,F4,NA,48,ws,14.21,,0.005048103
2010,223,live,ems,F4,NA,48,ws,14.21,,0.005048103
2010,341,live,ems,F4,NA,48,ws,14.22,,0.00505521
2010,117,live,ems,F4,NA,49,ro,34.54,,0.02982529
2010,152,live,ems,F4,NA,49,ro,34.68,,0.03006756
2010,223,live,ems,F4,NA,49,ro,34.89,,0.030432803
2010,341,live,ems,F4,NA,49,ro,34.91,,0.030467703
2010,117,live,ems,F4,NA,50,ro,28.49,,0.020292003
2010,152,live,ems,F4,NA,50,ro,28.59,,0.020434703
2010,223,live,ems,F4,NA,50,ro,28.72,,0.02062096
2010,341,live,ems,F4,NA,50,ro,28.76,,0.02067844
2010,117,live,ems,A3,NA,51,ro,25.36,,0.01607824
2010,117,live,ems,F4,NA,51,ro,28.96,,0.02096704
2010,152,live,ems,A3,NA,51,ro,24.6,,0.015129
2010,152,live,ems,F4,NA,51,ro,28.27,,0.019979823
2010,223,live,ems,A3,NA,51,ro,24.68,,0.01522756
2010,223,live,ems,F4,NA,51,ro,28.38,,0.02013561
2010,341,live,ems,A3,NA,51,ro,24.7,,0.01525225
2010,341,live,ems,F4,NA,51,ro,28.44,,0.02022084
2010,117,live,ems,A3,NA,52,beech,15.74,,0.00619369
2010,152,live,ems,A3,NA,52,beech,15.84,,0.00627264
2010,223,live,ems,A3,NA,52,beech,15.99,,0.006392003
2010,341,live,ems,A3,NA,52,beech,16.05,,0.006440063
2010,117,live,ems,A3,NA,53,rm,12.27,,0.003763823
2010,117,live,ems,F4,NA,53,ws,17.65,,0.007788063
2010,152,live,ems,A3,NA,53,rm,12.28,,0.00376996
2010,152,live,ems,F4,NA,53,ws,17.66,,0.00779689
2010,223,live,ems,A3,NA,53,rm,12.31,,0.003788403
2010,223,live,ems,F4,NA,53,ws,17.67,,0.007805723
2010,341,live,ems,A3,NA,53,rm,12.32,,0.00379456
2010,341,live,ems,F4,NA,53,ws,17.68,,0.00781456
2010,117,live,ems,A3,NA,54,ro,37.23,,0.034651823
2010,152,live,ems,A3,NA,54,ro,37.41,,0.034987703
2010,223,live,ems,A3,NA,54,ro,37.68,,0.03549456
2010,341,live,ems,A3,NA,54,ro,37.77,,0.035664323
2010,117,live,ems,A3,NA,55,rm,18.09,,0.008181203
2010,117,live,ems,F4,NA,55,bb,26.5,,0.01755625
2010,152,live,ems,A3,NA,55,rm,18.14,,0.00822649
2010,152,live,ems,F4,NA,55,bb,25.3,,0.01600225
2010,223,live,ems,A3,NA,55,rm,18.22,,0.00829921
2010,223,live,ems,F4,NA,55,bb,25.44,,0.01617984
2010,341,live,ems,A3,NA,55,rm,18.24,,0.00831744
2010,341,live,ems,F4,NA,55,bb,25.5,,0.01625625
2010,117,live,ems,A3,NA,56,rm,14.7,,0.00540225
2010,117,live,ems,F4,NA,56,ws,18.16,,0.00824464
2010,152,live,ems,A3,NA,56,rm,14.94,,0.00558009
2010,152,live,ems,F4,NA,56,ws,18.17,,0.008253723
2010,223,live,ems,A3,NA,56,rm,15.35,,0.005890563
2010,223,live,ems,F4,NA,56,ws,18.17,,0.008253723
2010,341,live,ems,A3,NA,56,rm,15.49,,0.005998503
2010,341,live,ems,F4,NA,56,ws,18.17,,0.008253723
2010,117,live,ems,A3,NA,57,ro,58.23,,0.084768323
2010,152,live,ems,A3,NA,57,ro,58.88,,0.08667136
2010,223,live,ems,A3,NA,57,ro,59.02,,0.08708401
2010,341,live,ems,A3,NA,57,ro,59.06,,0.08720209
2010,117,live,ems,A3,NA,58,ro,42.55,,0.045262563
2010,152,live,ems,A3,NA,58,ro,42.43,,0.045007623
2010,223,live,ems,A3,NA,58,ro,42.54,,0.04524129
2010,341,live,ems,A3,NA,58,ro,42.6,,0.045369
2010,117,live,ems,A3,NA,60,rm,22.32,,0.01245456
2010,152,live,ems,A3,NA,60,rm,22.42,,0.01256641
2010,223,live,ems,A3,NA,60,rm,22.51,,0.012667503
2010,341,live,ems,A3,NA,60,rm,22.55,,0.012712563
2010,117,live,ems,A3,NA,61,ro,48.92,,0.05982916
2010,152,live,ems,A3,NA,61,ro,48.9,,0.05978025
2010,223,live,ems,A3,NA,61,ro,49.01,,0.060049503
2010,341,live,ems,A3,NA,61,ro,49.04,,0.06012304
2010,117,live,ems,F4,NA,62,wp,27.72,,0.01920996
2010,152,live,ems,F4,NA,62,wp,27.74,,0.01923769
2010,223,live,ems,F4,NA,62,wp,27.75,,0.019251563
2010,341,live,ems,F4,NA,62,wp,27.78,,0.01929321
2010,117,live,ems,A3,NA,64,yb,14.1,,0.00497025
2010,117,live,ems,F4,NA,64,wp,29.66,,0.02199289
2010,152,live,ems,A3,NA,64,yb,14.11,,0.004977303
2010,152,live,ems,F4,NA,64,wp,29.73,,0.022096823
2010,223,live,ems,A3,NA,64,yb,14.12,,0.00498436
2010,223,live,ems,F4,NA,64,wp,29.78,,0.02217121
2010,341,live,ems,A3,NA,64,yb,14.15,,0.005005563
2010,341,live,ems,F4,NA,64,wp,29.85,,0.022275563
2010,117,dead,ems,A3,NA,65,yb,14.8,,0.005476
2010,152,dead,ems,A3,NA,65,yb,14.8,,0.005476
2010,223,dead,ems,A3,NA,65,yb,14.8,,0.005476
2010,223,dead,ems,A3,NA,65,yb,14.81,,0.005483403
2010,117,live,ems,A3,NA,66,rm,28.47,,0.020263523
2010,152,live,ems,A3,NA,66,rm,28.01,,0.019614003
2010,223,live,ems,A3,NA,66,rm,28.19,,0.019866903
2010,341,live,ems,A3,NA,66,rm,28.22,,0.01990921
2010,117,dead,ems,F4,NA,67,ws,14.18,,0.00502681
2010,152,dead,ems,F4,NA,67,ws,14.18,,0.00502681
2010,223,dead,ems,F4,NA,67,ws,14.15,,0.005005563
2010,223,dead,ems,F4,NA,67,ws,14.12,,0.00498436
2010,117,live,ems,F4,NA,68,rm,15.75,,0.006201563
2010,152,live,ems,F4,NA,68,rm,15.76,,0.00620944
2010,223,live,ems,F4,NA,68,rm,15.77,,0.006217323
2010,341,live,ems,F4,NA,68,rm,15.79,,0.006233103
2010,117,live,ems,A3,NA,69,rm,12.76,,0.00407044
2010,117,live,ems,F4,NA,69,rm,14.27,,0.005090823
2010,152,live,ems,A3,NA,69,rm,12.76,,0.00407044
2010,152,live,ems,F4,NA,69,rm,14.29,,0.005105103
2010,223,live,ems,A3,NA,69,rm,12.76,,0.00407044
2010,223,live,ems,F4,NA,69,rm,14.28,,0.00509796
2010,341,live,ems,A3,NA,69,rm,12.75,,0.004064063
2010,341,live,ems,F4,NA,69,rm,14.3,,0.00511225
2010,117,live,ems,A3,NA,70,ro,43.51,,0.047328003
2010,152,live,ems,A3,NA,70,ro,43.59,,0.047502203
2010,223,live,ems,A3,NA,70,ro,43.64,,0.04761124
2010,341,live,ems,A3,NA,70,ro,43.68,,0.04769856
2010,117,live,ems,F4,NA,71,rm,19.47,,0.009477023
2010,152,live,ems,F4,NA,71,rm,19.48,,0.00948676
2010,223,live,ems,F4,NA,71,rm,19.54,,0.00954529
2010,341,live,ems,F4,NA,71,rm,19.58,,0.00958441
2010,117,live,ems,F4,NA,73,wp,71.49,,0.127770503
2010,152,live,ems,F4,NA,73,wp,71.53,,0.127913523
2010,223,live,ems,F4,NA,73,wp,71.76,,0.12873744
2010,341,live,ems,F4,NA,73,wp,71.93,,0.129348123
2010,117,live,ems,F5,NA,76,wp,44.33,,0.049128723
2010,152,live,ems,F5,NA,76,wp,44.51,,0.049528503
2010,223,live,ems,F5,NA,76,wp,44.75,,0.050064063
2010,341,live,ems,F5,NA,76,wp,44.86,,0.05031049
2010,117,live,ems,F5,NA,77,wp,22.46,,0.01261129
2010,152,live,ems,F5,NA,77,wp,22.48,,0.01263376
2010,223,live,ems,F5,NA,77,wp,22.51,,0.012667503
2010,341,live,ems,F5,NA,77,wp,22.53,,0.012690023
2010,117,live,ems,F5,NA,79,cherry,13.2,,0.004356
2010,152,live,ems,F5,NA,79,cherry,13.2,,0.004356
2010,223,live,ems,F5,NA,79,cherry,13.2,,0.004356
2010,341,live,ems,F5,NA,79,cherry,13.21,,0.004362603
2010,117,live,ems,F5,NA,81,ro,28.64,,0.02050624
2010,152,live,ems,F5,NA,81,ro,28.84,,0.02079364
2010,223,live,ems,F5,NA,81,ro,29.1,,0.02117025
2010,341,live,ems,F5,NA,81,ro,29.22,,0.02134521
2010,117,live,ems,F5,NA,84,ro,23.88,,0.01425636
2010,152,live,ems,F5,NA,84,ro,23.98,,0.01437601
2010,223,live,ems,F5,NA,84,ro,24.08,,0.01449616
2010,341,live,ems,F5,NA,84,ro,24.14,,0.01456849
2010,117,live,ems,F5,NA,85,wb,26.86,,0.01803649
2010,152,live,ems,F5,NA,85,wb,26.86,,0.01803649
