year,jday,tree.type,site,plot,nindivs,tag,spp,dbh,,ba [m^2]
2009,225,live,ems,D1,NA,551,wp,23.1,,0.01334025
2009,335,live,ems,D1,NA,551,wp,23.14,,0.01338649
2009,120,live,ems,D1,NA,552,rm,12.33,,0.003800723
2009,152,live,ems,D1,NA,552,rm,12.32,,0.00379456
2009,225,live,ems,D1,NA,552,rm,12.48,,0.00389376
2009,335,live,ems,D1,NA,552,rm,12.48,,0.00389376
2009,120,live,ems,D2,NA,288,hem,16.81,,0.007064403
2009,152,live,ems,D2,NA,288,hem,17.18,,0.00737881
2009,225,live,ems,D2,NA,288,hem,17.39,,0.007560303
2009,335,live,ems,D2,NA,288,hem,17.51,,0.007665003
2009,120,live,ems,D2,NA,576,rm,18.16,,0.00824464
2009,152,live,ems,D2,NA,576,rm,18.17,,0.008253723
2009,225,live,ems,D2,NA,576,rm,18.29,,0.008363103
2009,335,live,ems,D2,NA,576,rm,18.33,,0.008399723
2009,120,live,ems,D2,NA,579,yb,11.52,,0.00331776
2009,152,live,ems,D2,NA,579,yb,11.55,,0.003335063
2009,225,live,ems,D2,NA,579,yb,11.67,,0.003404723
2009,335,live,ems,D2,NA,579,yb,11.69,,0.003416403
2009,120,live,ems,D2,NA,580,rm,29,,0.021025
2009,152,live,ems,D2,NA,580,rm,29.05,,0.021097563
2009,225,live,ems,D2,NA,580,rm,29.19,,0.021301403
2009,335,live,ems,D2,NA,580,rm,29.23,,0.021359823
2009,120,live,ems,D2,NA,582,rm,16.06,,0.00644809
2009,152,live,ems,D2,NA,582,rm,16.07,,0.006456123
2009,225,live,ems,D2,NA,582,rm,16.1,,0.00648025
2009,335,live,ems,D2,NA,582,rm,16.12,,0.00649636
2009,120,live,ems,D2,NA,583,rm,21.85,,0.011935563
2009,152,live,ems,D2,NA,583,rm,21.87,,0.011957423
2009,225,live,ems,D2,NA,583,rm,21.91,,0.012001203
2009,335,live,ems,D2,NA,583,rm,21.92,,0.01201216
2009,120,live,ems,D2,NA,587,ro,44.93,,0.050467623
2009,152,live,ems,D2,NA,587,ro,45.13,,0.050917923
2009,225,live,ems,D2,NA,587,ro,45.57,,0.051915623
2009,335,live,ems,D2,NA,587,ro,45.71,,0.052235103
2009,120,live,ems,D2,NA,588,ro,40.35,,0.040703063
2009,152,live,ems,D2,NA,588,ro,40.52,,0.04104676
2009,225,live,ems,D2,NA,588,ro,40.88,,0.04177936
2009,335,live,ems,D2,NA,588,ro,40.99,,0.042004503
2009,120,live,ems,D2,NA,589,ash,20.47,,0.010475523
2009,152,live,ems,D2,NA,589,ash,20.52,,0.01052676
2009,225,live,ems,D2,NA,589,ash,20.55,,0.010557563
2009,335,live,ems,D2,NA,589,ash,20.55,,0.010557563
2009,120,live,ems,D2,NA,590,rm,26.62,,0.01771561
2009,152,live,ems,D2,NA,590,rm,26.64,,0.01774224
2009,225,live,ems,D2,NA,590,rm,26.67,,0.017782223
2009,335,live,ems,D2,NA,590,rm,26.68,,0.01779556
2009,120,live,ems,D2,NA,592,rm,15.14,,0.00573049
2009,152,live,ems,D2,NA,592,rm,15.15,,0.005738063
2009,225,live,ems,D2,NA,592,rm,15.19,,0.005768403
2009,335,live,ems,D2,NA,592,rm,15.22,,0.00579121
2009,120,live,ems,D2,NA,594,cherry,28.78,,0.02070721
2009,152,live,ems,D2,NA,594,cherry,28.8,,0.020736
2009,225,live,ems,D2,NA,594,cherry,28.84,,0.02079364
2009,335,live,ems,D2,NA,594,cherry,28.86,,0.02082249
2009,120,live,ems,D3,NA,265,beech,11.29,,0.003186603
2009,152,live,ems,D3,NA,265,beech,11.4,,0.003249
2009,225,live,ems,D3,NA,265,beech,11.85,,0.003510563
2009,335,live,ems,D3,NA,265,beech,11.96,,0.00357604
2009,120,live,ems,D3,NA,604,rm,22.2,,0.012321
2009,152,live,ems,D3,NA,604,rm,22.29,,0.012421103
2009,225,live,ems,D3,NA,604,rm,22.48,,0.01263376
2009,335,live,ems,D3,NA,604,rm,22.57,,0.012735123
2009,120,live,ems,D3,NA,605,rm,32.79,,0.026879603
2009,152,live,ems,D3,NA,605,rm,32.8,,0.026896
2009,225,live,ems,D3,NA,605,rm,32.9,,0.02706025
2009,335,live,ems,D3,NA,605,rm,32.94,,0.02712609
2009,120,live,ems,D3,NA,606,rm,54.82,,0.07513081
2009,152,live,ems,D3,NA,606,rm,54.89,,0.075322803
2009,225,live,ems,D3,NA,606,rm,55.08,,0.07584516
2009,335,live,ems,D3,NA,606,rm,55.14,,0.07601049
2009,120,live,ems,D3,NA,607,rm,13.48,,0.00454276
2009,152,live,ems,D3,NA,607,rm,13.48,,0.00454276
2009,225,live,ems,D3,NA,607,rm,13.48,,0.00454276
2009,335,live,ems,D3,NA,607,rm,13.48,,0.00454276
2009,120,live,ems,D3,NA,608,rm,33.75,,0.028476563
2009,152,live,ems,D3,NA,608,rm,33.79,,0.028544103
2009,225,live,ems,D3,NA,608,rm,33.91,,0.028747203
2009,335,live,ems,D3,NA,608,rm,33.95,,0.028815063
2009,120,live,ems,D3,NA,609,rm,32.03,,0.025648023
2009,152,live,ems,D3,NA,609,rm,32.11,,0.025776303
2009,225,live,ems,D3,NA,609,rm,32.19,,0.025904903
2009,335,live,ems,D3,NA,609,rm,32.23,,0.025969323
2009,120,live,ems,D3,NA,611,rm,20.76,,0.01077444
2009,152,live,ems,D3,NA,611,rm,20.93,,0.010951623
2009,225,live,ems,D3,NA,611,rm,21.27,,0.011310323
2009,335,live,ems,D3,NA,611,rm,21.57,,0.011631623
2009,120,live,ems,D3,NA,612,rm,21.89,,0.011979303
2009,152,live,ems,D3,NA,612,rm,21.91,,0.012001203
2009,225,live,ems,D3,NA,612,rm,21.94,,0.01203409
2009,335,live,ems,D3,NA,612,rm,21.96,,0.01205604
2009,120,live,ems,D3,NA,613,ro,69.04,,0.11916304
2009,152,live,ems,D3,NA,613,ro,68.99,,0.118990503
2009,225,live,ems,D3,NA,613,ro,69.88,,0.12208036
2009,335,live,ems,D3,NA,613,ro,70.03,,0.122605023
2009,120,live,ems,D3,NA,615,ro,23.56,,0.01387684
2009,152,live,ems,D3,NA,615,ro,23.76,,0.01411344
2009,225,live,ems,D3,NA,615,ro,24,,0.0144
2009,335,live,ems,D3,NA,615,ro,24.14,,0.01456849
2009,120,live,ems,D3,NA,618,rm,28.69,,0.020577903
2009,152,live,ems,D3,NA,618,rm,28.79,,0.020721603
2009,225,live,ems,D3,NA,618,rm,28.96,,0.02096704
2009,335,live,ems,D3,NA,618,rm,29.03,,0.021068523
2009,120,live,ems,D3,NA,619,rm,14,,0.0049
2009,152,live,ems,D3,NA,619,rm,14.03,,0.004921023
2009,225,live,ems,D3,NA,619,rm,14.08,,0.00495616
2009,335,live,ems,D3,NA,619,rm,14.12,,0.00498436
2009,120,live,ems,D4,NA,262,rm,11.25,,0.003164063
2009,152,live,ems,D4,NA,262,rm,11.3,,0.00319225
2009,225,live,ems,D4,NA,262,rm,11.8,,0.003481
2009,335,live,ems,D4,NA,262,rm,11.92,,0.00355216
2009,120,live,ems,D4,NA,626,rm,38.14,,0.03636649
2009,152,live,ems,D4,NA,626,rm,38.16,,0.03640464
2009,225,live,ems,D4,NA,626,rm,38.28,,0.03663396
2009,335,live,ems,D4,NA,626,rm,38.34,,0.03674889
2009,120,live,ems,D4,NA,627,cherry,37.83,,0.035777723
2009,152,live,ems,D4,NA,627,cherry,37.85,,0.035815563
2009,225,live,ems,D4,NA,627,cherry,37.92,,0.03594816
2009,335,live,ems,D4,NA,627,cherry,37.94,,0.03598609
2009,120,live,ems,D4,NA,628,cherry,26.73,,0.017862323
2009,152,live,ems,D4,NA,628,cherry,26.73,,0.017862323
2009,225,live,ems,D4,NA,628,cherry,26.75,,0.017889063
2009,335,live,ems,D4,NA,628,cherry,26.76,,0.01790244
2009,120,live,ems,D4,NA,629,cherry,33.9,,0.02873025
2009,152,live,ems,D4,NA,629,cherry,33.9,,0.02873025
2009,225,live,ems,D4,NA,629,cherry,33.92,,0.02876416
2009,335,live,ems,D4,NA,629,cherry,33.93,,0.028781123
2009,120,live,ems,D4,NA,631,ash,40.69,,0.041391903
2009,152,live,ems,D4,NA,631,ash,40.83,,0.041677223
2009,225,live,ems,D4,NA,631,ash,40.99,,0.042004503
2009,335,live,ems,D4,NA,631,ash,41.08,,0.04218916
2009,120,live,ems,D4,NA,633,rm,20.12,,0.01012036
2009,152,live,ems,D4,NA,633,rm,20.24,,0.01024144
2009,225,live,ems,D4,NA,633,rm,20.93,,0.010951623
2009,335,live,ems,D4,NA,633,rm,21.09,,0.011119703
2009,120,live,ems,D4,NA,637,ash,41.04,,0.04210704
2009,152,live,ems,D4,NA,637,ash,41.13,,0.042291923
2009,225,live,ems,D4,NA,637,ash,41.27,,0.042580323
2009,335,live,ems,D4,NA,637,ash,41.27,,0.042580323
2009,120,live,ems,D4,NA,638,ash,39.96,,0.03992004
2009,152,live,ems,D4,NA,638,ash,40.03,,0.040060023
2009,225,live,ems,D4,NA,638,ash,40.17,,0.040340723
2009,335,live,ems,D4,NA,638,ash,40.2,,0.040401
2009,120,live,ems,D4,NA,639,bo,26.06,,0.01697809
2009,152,live,ems,D4,NA,639,bo,26.29,,0.017279103
2009,225,live,ems,D4,NA,639,bo,26.99,,0.018211503
2009,335,live,ems,D4,NA,639,bo,27.19,,0.018482403
2009,120,live,ems,D4,NA,640,rm,26.98,,0.01819801
2009,152,live,ems,D4,NA,640,rm,27.15,,0.018428063
2009,225,live,ems,D4,NA,640,rm,27.54,,0.01896129
2009,335,live,ems,D4,NA,640,rm,27.68,,0.01915456
2009,120,live,ems,D4,NA,641,ash,39.15,,0.038318063
2009,152,live,ems,D4,NA,641,ash,39.23,,0.038474823
2009,225,live,ems,D4,NA,641,ash,39.27,,0.038553323
2009,335,live,ems,D4,NA,641,ash,39.28,,0.03857296
2009,120,live,ems,D4,NA,643,cherry,44.3,,0.04906225
2009,152,live,ems,D4,NA,643,cherry,44.34,,0.04915089
2009,225,live,ems,D4,NA,643,cherry,44.52,,0.04955076
2009,335,live,ems,D4,NA,643,cherry,44.57,,0.049662123
2009,120,live,ems,D4,NA,730,sm,12.46,,0.00388129
2009,152,live,ems,D4,NA,730,sm,12.48,,0.00389376
2009,225,live,ems,D4,NA,730,sm,12.5,,0.00390625
2009,335,live,ems,D4,NA,730,sm,12.51,,0.003912503
2009,120,live,ems,D4,NA,731,sm,12.3,,0.00378225
2009,152,live,ems,D4,NA,731,sm,12.35,,0.003813063
2009,225,live,ems,D4,NA,731,sm,12.47,,0.003887523
2009,335,live,ems,D4,NA,731,sm,12.53,,0.003925023
2009,120,live,ems,D4,NA,732,rm,14.25,,0.005076563
2009,152,live,ems,D4,NA,732,rm,14.28,,0.00509796
2009,225,live,ems,D4,NA,732,rm,14.53,,0.005278023
2009,335,live,ems,D4,NA,732,rm,14.56,,0.00529984
2009,120,live,ems,D5,NA,208,beech,10.69,,0.002856903
2009,152,live,ems,D5,NA,208,beech,10.71,,0.002867603
2009,225,live,ems,D5,NA,208,beech,11.09,,0.003074703
2009,335,live,ems,D5,NA,208,beech,11.15,,0.003108063
2009,120,live,ems,D5,NA,261,hem,10.33,,0.002667723
2009,152,live,ems,D5,NA,261,hem,10.43,,0.002719623
2009,225,live,ems,D5,NA,261,hem,10.53,,0.002772023
2009,335,live,ems,D5,NA,261,hem,10.54,,0.00277729
2009,120,live,ems,D5,NA,652,rm,32.94,,0.02712609
2009,152,live,ems,D5,NA,652,rm,33.01,,0.027241503
2009,225,live,ems,D5,NA,652,rm,33.07,,0.027340623
2009,335,live,ems,D5,NA,652,rm,33.1,,0.02739025
2009,120,live,ems,D5,NA,654,ro,16.62,,0.00690561
2009,152,live,ems,D5,NA,654,ro,16.73,,0.006997323
2009,225,live,ems,D5,NA,654,ro,16.84,,0.00708964
2009,335,live,ems,D5,NA,654,ro,16.9,,0.00714025
2009,120,live,ems,D5,NA,658,rm,28.85,,0.020808063
2009,152,live,ems,D5,NA,658,rm,28.94,,0.02093809
2009,225,live,ems,D5,NA,658,rm,29.19,,0.021301403
2009,335,live,ems,D5,NA,658,rm,29.28,,0.02143296
2009,120,live,ems,D5,NA,659,rm,17.91,,0.008019203
2009,152,live,ems,D5,NA,659,rm,17.92,,0.00802816
2009,225,live,ems,D5,NA,659,rm,17.92,,0.00802816
2009,335,live,ems,D5,NA,659,rm,18.04,,0.00813604
2009,120,live,ems,D5,NA,661,rm,12.35,,0.003813063
2009,152,live,ems,D5,NA,661,rm,12.34,,0.00380689
2009,225,live,ems,D5,NA,661,rm,12.35,,0.003813063
2009,335,live,ems,D5,NA,661,rm,12.36,,0.00381924
2009,120,live,ems,D5,NA,664,bo,13.22,,0.00436921
2009,152,live,ems,D5,NA,664,bo,13.22,,0.00436921
2009,225,live,ems,D5,NA,664,bo,13.27,,0.004402323
2009,335,live,ems,D5,NA,664,bo,13.26,,0.00439569
2009,120,live,ems,D5,NA,665,rm,18.7,,0.00874225
2009,152,live,ems,D5,NA,665,rm,18.7,,0.00874225
2009,225,live,ems,D5,NA,665,rm,18.74,,0.00877969
2009,335,live,ems,D5,NA,665,rm,18.76,,0.00879844
2009,120,live,ems,D5,NA,666,rm,24.92,,0.01552516
2009,152,live,ems,D5,NA,666,rm,24.93,,0.015537623
2009,225,live,ems,D5,NA,666,rm,24.94,,0.01555009
2009,335,live,ems,D5,NA,666,rm,24.96,,0.01557504
2009,120,live,ems,D5,NA,667,rm,17.18,,0.00737881
2009,152,live,ems,D5,NA,667,rm,17.24,,0.00743044
2009,225,live,ems,D5,NA,667,rm,17.38,,0.00755161
2009,335,live,ems,D5,NA,667,rm,17.42,,0.00758641
2009,120,live,ems,D5,NA,669,rm,11.34,,0.00321489
2009,152,live,ems,D5,NA,669,rm,11.35,,0.003220563
2009,225,live,ems,D5,NA,669,rm,11.46,,0.00328329
2009,335,live,ems,D5,NA,669,rm,11.5,,0.00330625
2009,120,live,ems,D5,NA,670,wb,35.18,,0.03094081
2009,152,live,ems,D5,NA,670,wb,35.22,,0.03101121
2009,225,live,ems,D5,NA,670,wb,35.32,,0.03118756
2009,335,live,ems,D5,NA,670,wb,35.36,,0.03125824
2009,120,live,ems,D5,NA,671,rm,22.72,,0.01290496
2009,152,live,ems,D5,NA,671,rm,22.72,,0.01290496
2009,225,live,ems,D5,NA,671,rm,22.76,,0.01295044
2009,335,live,ems,D5,NA,671,rm,22.79,,0.012984603
2009,120,live,ems,E1,NA,209,hem,10.41,,0.002709203
2009,152,live,ems,E1,NA,209,hem,10.48,,0.00274576
2009,225,live,ems,E1,NA,209,hem,10.59,,0.002803703
2009,335,live,ems,E1,NA,209,hem,10.61,,0.002814303
2009,120,live,ems,E1,NA,676,ro,48.98,,0.05997601
2009,152,live,ems,E1,NA,676,ro,49.09,,0.060245703
2009,225,live,ems,E1,NA,676,ro,49.15,,0.060393063
2009,335,live,ems,E1,NA,676,ro,49.18,,0.06046681
2009,120,live,ems,E1,NA,677,hem,28.48,,0.02027776
2009,152,live,ems,E1,NA,677,hem,28.64,,0.02050624
2009,225,live,ems,E1,NA,677,hem,28.77,,0.020692823
2009,335,live,ems,E1,NA,677,hem,28.79,,0.020721603
2009,120,live,ems,E1,NA,678,hem,16.84,,0.00708964
2009,152,live,ems,E1,NA,678,hem,16.96,,0.00719104
2009,225,live,ems,E1,NA,678,hem,17.1,,0.00731025
2009,335,live,ems,E1,NA,678,hem,17.16,,0.00736164
2009,120,live,ems,E1,NA,679,rm,45.38,,0.05148361
2009,152,live,ems,E1,NA,679,rm,45.44,,0.05161984
2009,225,live,ems,E1,NA,679,rm,45.58,,0.05193841
2009,335,live,ems,E1,NA,679,rm,45.63,,0.052052423
2009,120,live,ems,E1,NA,680,yb,17.13,,0.007335923
2009,152,live,ems,E1,NA,680,yb,17.14,,0.00734449
2009,225,live,ems,E1,NA,680,yb,17.18,,0.00737881
2009,335,live,ems,E1,NA,680,yb,17.19,,0.007387403
2009,120,live,ems,E1,NA,681,yb,18.28,,0.00835396
2009,152,live,ems,E1,NA,681,yb,18.29,,0.008363103
2009,225,live,ems,E1,NA,681,yb,18.29,,0.008363103
2009,335,live,ems,E1,NA,681,yb,18.29,,0.008363103
2009,120,live,ems,E1,NA,682,yb,19.3,,0.00931225
2009,152,live,ems,E1,NA,682,yb,19.31,,0.009321903
2009,225,live,ems,E1,NA,682,yb,19.33,,0.009341223
2009,335,live,ems,E1,NA,682,yb,19.34,,0.00935089
2009,120,live,ems,E1,NA,683,rm,38.58,,0.03721041
2009,152,live,ems,E1,NA,683,rm,38.61,,0.037268303
2009,225,live,ems,E1,NA,683,rm,38.72,,0.03748096
2009,335,live,ems,E1,NA,683,rm,38.74,,0.03751969
2009,120,live,ems,E1,NA,684,yb,31.48,,0.02477476
2009,152,live,ems,E1,NA,684,yb,31.54,,0.02486929
2009,225,live,ems,E1,NA,684,yb,31.67,,0.025074723
2009,335,live,ems,E1,NA,684,yb,31.72,,0.02515396
2009,120,live,ems,E1,NA,686,rm,42.38,,0.04490161
2009,152,live,ems,E1,NA,686,rm,42.45,,0.045050063
2009,225,live,ems,E1,NA,686,rm,42.81,,0.045817403
2009,335,live,ems,E1,NA,686,rm,42.98,,0.04618201
2009,120,live,ems,E1,NA,727,yb,12.96,,0.00419904
2009,152,live,ems,E1,NA,727,yb,13.04,,0.00425104
2009,225,live,ems,E1,NA,727,yb,13.15,,0.004323063
2009,335,live,ems,E1,NA,727,yb,13.22,,0.00436921
2009,120,live,ems,E2,NA,701,rm,17.14,,0.00734449
2009,152,live,ems,E2,NA,701,rm,17.16,,0.00736164
2009,225,live,ems,E2,NA,701,rm,17.19,,0.007387403
2009,335,live,ems,E2,NA,701,rm,17.2,,0.007396
2009,120,live,ems,E2,NA,702,rp,42.04,,0.04418404
2009,152,live,ems,E2,NA,702,rp,42.22,,0.04456321
2009,225,live,ems,E2,NA,702,rp,42.4,,0.044944
2009,335,live,ems,E2,NA,702,rp,42.51,,0.045177503
2009,120,live,ems,E2,NA,703,ro,39.55,,0.039105063
2009,152,live,ems,E2,NA,703,ro,39.77,,0.039541323
2009,225,live,ems,E2,NA,703,ro,40.05,,0.040100063
2009,335,live,ems,E2,NA,703,ro,40.16,,0.04032064
2009,120,live,ems,E2,NA,704,rp,25.88,,0.01674436
2009,152,live,ems,E2,NA,704,rp,25.89,,0.016757303
2009,225,live,ems,E2,NA,704,rp,25.9,,0.01677025
2009,335,live,ems,E2,NA,704,rp,25.91,,0.016783203
2009,120,live,ems,E2,NA,705,ro,32.82,,0.02692881
2009,152,live,ems,E2,NA,705,ro,32.95,,0.027142563
2009,225,live,ems,E2,NA,705,ro,33.23,,0.027605823
2009,335,live,ems,E2,NA,705,ro,33.34,,0.02778889
2009,120,live,ems,E2,NA,708,rp,27.11,,0.018373803
2009,152,live,ems,E2,NA,708,rp,27.12,,0.01838736
2009,225,live,ems,E2,NA,708,rp,27.15,,0.018428063
2009,335,live,ems,E2,NA,708,rp,27.17,,0.018455223
2009,120,live,ems,E2,NA,710,ro,36.58,,0.03345241
2009,152,live,ems,E2,NA,710,ro,36.74,,0.03374569
2009,225,live,ems,E2,NA,710,ro,37.15,,0.034503063
2009,335,live,ems,E2,NA,710,ro,37.25,,0.034689063
2009,120,live,ems,E2,NA,711,ro,21.84,,0.01192464
2009,152,live,ems,E2,NA,711,ro,21.87,,0.011957423
2009,225,live,ems,E2,NA,711,ro,21.89,,0.011979303
2009,335,live,ems,E2,NA,711,ro,21.9,,0.01199025
2009,120,live,ems,E2,NA,712,rm,17.99,,0.008091003
2009,152,live,ems,E2,NA,712,rm,18,,0.0081
2009,225,live,ems,E2,NA,712,rm,18.04,,0.00813604
2009,335,live,ems,E2,NA,712,rm,18.05,,0.008145063
2009,120,live,ems,E2,NA,713,rm,27.32,,0.01865956
2009,152,live,ems,E2,NA,713,rm,27.32,,0.01865956
2009,225,live,ems,E2,NA,713,rm,27.41,,0.018782703
2009,335,live,ems,E2,NA,713,rm,27.44,,0.01882384
2009,120,live,ems,E2,NA,714,rp,38.48,,0.03701776
2009,152,live,ems,E2,NA,714,rp,38.55,,0.037152563
2009,225,live,ems,E2,NA,714,rp,38.66,,0.03736489
2009,335,live,ems,E2,NA,714,rp,38.7,,0.03744225
2009,120,live,ems,E2,NA,716,rp,33.7,,0.02839225
2009,152,live,ems,E2,NA,716,rp,33.83,,0.028611723
2009,225,live,ems,E2,NA,716,rp,33.96,,0.02883204
2009,335,live,ems,E2,NA,716,rp,34,,0.0289
2009,120,live,ems,E2,NA,717,rp,37.13,,0.034465923
2009,152,live,ems,E2,NA,717,rp,37.18,,0.03455881
2009,225,live,ems,E2,NA,717,rp,37.23,,0.034651823
2009,335,live,ems,E2,NA,717,rp,37.22,,0.03463321
2009,120,live,ems,E2,NA,718,rp,33.25,,0.027639063
2009,152,live,ems,E2,NA,718,rp,33.3,,0.02772225
2009,225,live,ems,E2,NA,718,rp,33.41,,0.027905703
2009,335,live,ems,E2,NA,718,rp,33.45,,0.027972563
2009,120,live,ems,E2,NA,719,rm,20.03,,0.010030023
2009,152,live,ems,E2,NA,719,rm,20.04,,0.01004004
2009,225,live,ems,E2,NA,719,rm,20.14,,0.01014049
2009,335,live,ems,E2,NA,719,rm,20.17,,0.010170723
2009,120,live,ems,E2,NA,720,rm,13.42,,0.00450241
2009,152,live,ems,E2,NA,720,rm,13.46,,0.00452929
2009,225,live,ems,E2,NA,720,rm,13.69,,0.004685403
2009,335,live,ems,E2,NA,720,rm,13.56,,0.00459684
2009,120,live,ems,E2,NA,726,rp,34.4,,0.029584
2009,152,live,ems,E2,NA,726,rp,34.49,,0.029739003
2009,225,live,ems,E2,NA,726,rp,34.62,,0.02996361
2009,335,live,ems,E2,NA,726,rp,34.65,,0.030015563
2009,120,live,ems,E2,NA,727,rp,35.78,,0.03200521
2009,152,live,ems,E2,NA,727,rp,35.82,,0.03207681
2009,225,live,ems,E2,NA,727,rp,35.89,,0.032202303
2009,335,live,ems,E2,NA,727,rp,35.91,,0.032238203
2009,120,live,ems,E2,NA,728,rp,23.58,,0.01390041
2009,152,live,ems,E2,NA,728,rp,23.58,,0.01390041
2009,225,live,ems,E2,NA,728,rp,23.64,,0.01397124
2009,335,live,ems,E2,NA,728,rp,23.66,,0.01399489
2009,120,live,ems,E2,NA,729,rp,39.76,,0.03952144
2009,152,live,ems,E2,NA,729,rp,39.83,,0.039660723
2009,225,live,ems,E2,NA,729,rp,39.91,,0.039820203
2009,335,live,ems,E2,NA,729,rp,39.93,,0.039860123
2009,120,live,ems,E2,NA,731,rp,27.25,,0.018564063
2009,152,live,ems,E2,NA,731,rp,27.66,,0.01912689
2009,225,live,ems,E2,NA,731,rp,27.45,,0.018837563
2009,335,live,ems,E2,NA,731,rp,27.46,,0.01885129
2009,120,live,ems,E3,NA,205,rm,10.23,,0.002616323
2009,152,live,ems,E3,NA,205,rm,10.27,,0.002636823
2009,225,live,ems,E3,NA,205,rm,10.42,,0.00271441
2009,335,live,ems,E3,NA,205,rm,10.41,,0.002709203
2009,120,live,ems,E3,NA,228,hem,10.91,,0.002975703
2009,152,live,ems,E3,NA,228,hem,11.17,,0.003119223
2009,225,live,ems,E3,NA,228,hem,11.44,,0.00327184
2009,335,live,ems,E3,NA,228,hem,11.52,,0.00331776
2009,120,live,ems,E3,NA,723,hem,11.54,,0.00332929
2009,152,live,ems,E3,NA,723,hem,11.65,,0.003393063
2009,225,live,ems,E3,NA,723,hem,11.77,,0.003463323
2009,335,live,ems,E3,NA,723,hem,11.79,,0.003475103
2009,120,live,ems,E3,NA,738,rm,11.35,,0.003220563
2009,152,live,ems,E3,NA,738,rm,11.39,,0.003243303
2009,225,live,ems,E3,NA,738,rm,11.44,,0.00327184
2009,335,live,ems,E3,NA,738,rm,11.49,,0.003300503
2009,120,live,ems,E3,NA,752,ro,55.69,,0.077534403
2009,152,live,ems,E3,NA,752,ro,55.58,,0.07722841
2009,225,live,ems,E3,NA,752,ro,56.19,,0.078932903
2009,335,live,ems,E3,NA,752,ro,56.27,,0.079157823
2009,120,live,ems,E3,NA,753,ro,47.66,,0.05678689
2009,152,live,ems,E3,NA,753,ro,47.82,,0.05716881
2009,225,live,ems,E3,NA,753,ro,48,,0.0576
2009,335,live,ems,E3,NA,753,ro,48.07,,0.057768123
2009,120,live,ems,E3,NA,756,rm,25.4,,0.016129
2009,152,live,ems,E3,NA,756,rm,25.42,,0.01615441
2009,225,live,ems,E3,NA,756,rm,25.58,,0.01635841
2009,335,live,ems,E3,NA,756,rm,25.65,,0.016448063
2009,120,dead,ems,E3,NA,757,ro,20.26,,0.01026169
2009,152,dead,ems,E3,NA,757,ro,20.28,,0.01028196
2009,225,dead,ems,E3,NA,757,ro,20.29,,0.010292103
2009,335,dead,ems,E3,NA,757,ro,20.33,,0.010332723
2009,120,live,ems,E3,NA,760,ro,26.47,,0.017516523
2009,152,live,ems,E3,NA,760,ro,26.64,,0.01774224
2009,225,live,ems,E3,NA,760,ro,26.89,,0.018076803
2009,335,live,ems,E3,NA,760,ro,27.02,,0.01825201
2009,120,live,ems,E3,NA,761,ro,35.39,,0.031311303
2009,152,live,ems,E3,NA,761,ro,35.57,,0.031630623
2009,225,live,ems,E3,NA,761,ro,35.8,,0.032041
2009,335,live,ems,E3,NA,761,ro,35.91,,0.032238203
2009,120,live,ems,E3,NA,763,ro,40.88,,0.04177936
2009,152,live,ems,E3,NA,763,ro,40.95,,0.041922563
2009,225,live,ems,E3,NA,763,ro,41.02,,0.04206601
2009,335,live,ems,E3,NA,763,ro,40.7,,0.04141225
2009,120,live,ems,E3,NA,764,ro,34.65,,0.030015563
2009,152,live,ems,E3,NA,764,ro,34.79,,0.030258603
2009,225,live,ems,E3,NA,764,ro,34.99,,0.030607503
2009,335,live,ems,E3,NA,764,ro,35.03,,0.030677523
2009,120,live,ems,E3,NA,765,ro,29.32,,0.02149156
2009,152,live,ems,E3,NA,765,ro,29.49,,0.021741503
2009,225,live,ems,E3,NA,765,ro,29.74,,0.02211169
2009,335,live,ems,E3,NA,765,ro,29.84,,0.02226064
2009,120,live,ems,E3,NA,766,ro,40.7,,0.04141225
2009,152,live,ems,E3,NA,766,ro,40.93,,0.041881623
2009,225,live,ems,E3,NA,766,ro,41.14,,0.04231249
2009,335,live,ems,E3,NA,766,ro,41.23,,0.042497823
2009,120,live,ems,E3,NA,767,rm,15.65,,0.006123063
2009,152,live,ems,E3,NA,767,rm,15.65,,0.006123063
2009,225,live,ems,E3,NA,767,rm,15.68,,0.00614656
2009,335,live,ems,E3,NA,767,rm,15.69,,0.006154403
2009,120,live,ems,E3,NA,768,rm,15.67,,0.006138723
2009,152,live,ems,E3,NA,768,rm,15.68,,0.00614656
2009,225,live,ems,E3,NA,768,rm,15.9,,0.00632025
2009,335,live,ems,E3,NA,768,rm,15.91,,0.006328203
2009,120,live,ems,E3,NA,769,ro,41.95,,0.043995063
2009,152,live,ems,E3,NA,769,ro,42.17,,0.044457723
2009,225,live,ems,E3,NA,769,ro,42.46,,0.04507129
2009,335,live,ems,E3,NA,769,ro,42.52,,0.04519876
2009,120,live,ems,E3,NA,771,rm,12.43,,0.003862623
2009,152,live,ems,E3,NA,771,rm,12.44,,0.00386884
2009,225,live,ems,E3,NA,771,rm,12.44,,0.00386884
2009,335,live,ems,E3,NA,771,rm,12.46,,0.00388129
2009,120,live,ems,E3,NA,772,ro,22.87,,0.013075923
2009,152,live,ems,E3,NA,772,ro,22.93,,0.013144623
2009,225,live,ems,E3,NA,772,ro,22.93,,0.013144623
2009,335,live,ems,E3,NA,772,ro,22.94,,0.01315609
2009,120,live,ems,E3,NA,773,ro,28.08,,0.01971216
2009,152,live,ems,E3,NA,773,ro,28.17,,0.019838723
